Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
11000,1.0468364,0.2802056555269923,219.79593,-5.7299938054808,-5.7299938054808,1.0
11500,0.9873345,0.29198966408268734,220.98578,-8.793628071629724,-8.793628071629724,1.0
12000,0.99516076,0.28205128205128205,220.3665,-2.912625513321314,-2.912625513321314,1.0
12500,0.9761692,0.366120218579235,223.75136,16.175987201961664,16.175987201961664,1.0
13000,1.0070152,0.21359223300970873,217.09457,-25.40707175245563,-25.40707175245563,1.0
13500,0.976769,0.28205128205128205,220.33289,-1.8399764623397437,-1.8399764623397437,1.0
14000,1.053928,0.25,219.10692,-15.82105712890625,-15.82105712890625,1.0
14500,1.021145,0.3477088948787062,222.76448,24.669109169684972,24.669109169684972,1.0
15000,1.0076393,0.2594458438287154,219.76654,-7.496741614353747,-7.496741614353747,1.0
15500,0.9866773,0.21359223300970873,217.19522,-18.533993322872423,-18.533993322872423,1.0
16000,0.9628358,0.3123359580052493,221.6673,-3.039797164636647,-3.039797164636647,1.0
16500,0.9855978,0.36239782016348776,223.13531,6.337793168319993,6.337793168319993,1.0
17000,1.0252527,0.2676767676767677,219.81207,-18.729314476552634,-18.729314476552634,1.0
17500,1.0265086,0.2935064935064935,220.28174,-3.461866819703734,-3.461866819703734,1.0
18000,1.0425313,0.30548302872062666,221.39032,-0.17326765334326044,-0.17326765334326044,1.0
18500,1.0072494,0.24378109452736318,218.44395,-10.553591144618704,-10.553591144618704,1.0
19000,1.0475,0.2594458438287154,219.34007,-21.670505629378543,-21.670505629378543,1.0
19500,1.0069745,0.23192019950124687,218.36868,-11.110305862047186,-11.110305862047186,1.0
20000,0.93714035,0.3082901554404145,220.33565,-5.773749949400907,-5.773749949400907,1.0
20500,1.0510134,0.3324396782841823,222.04675,7.737908511238302,7.737908511238302,1.0
21000,0.97055453,0.31070496083550914,220.72499,-0.10575352760892624,-0.10575352760892624,1.0
21500,1.0348697,0.272264631043257,219.54898,-5.382173572181139,-5.382173572181139,1.0
22000,1.010297,0.22249388753056235,216.69826,-18.529233899851008,-18.529233899851008,1.0
22500,0.98098755,0.3020833333333333,220.79517,1.0031328996022542,1.0031328996022542,1.0
23000,1.0213925,0.27877237851662406,219.98927,-11.644085974339633,-11.644085974339633,1.0
23500,1.0480781,0.3005181347150259,220.89236,-8.249501440809182,-8.249501440809182,1.0
24000,1.0267136,0.19424460431654678,216.77151,-28.964875950801858,-28.964875950801858,1.0
24500,1.0236619,0.272264631043257,219.64813,-13.477683030921995,-13.477683030921995,1.0
25000,1.0433106,0.25,218.93503,-16.652897063670892,-16.652897063670892,1.0
25500,1.0088437,0.2,216.24237,-23.57907010033017,-23.57907010033017,1.0
26000,0.97554606,0.20145631067961164,216.53836,-16.618025696393357,-16.618025696393357,1.0
26500,0.93996847,0.3151041666666667,220.9895,4.884465376536052,4.884465376536052,1.0
27000,1.0296996,0.18421052631578946,216.0141,-21.33930012826144,-21.33930012826144,1.0
27500,1.0304607,0.24691358024691357,218.0237,-17.487737358940972,-17.487737358940972,1.0
28000,1.0216434,0.34048257372654156,222.79007,-2.6877510132163205,-2.6877510132163205,1.0
28500,1.0005882,0.2853470437017995,219.97601,0.3887169060792898,0.3887169060792898,1.0
29000,1.0244153,0.2562814070351759,218.8392,-4.512681203870917,-4.512681203870917,1.0
29500,1.0235394,0.26582278481012656,219.50986,-14.53792832772943,-14.53792832772943,1.0
30000,1.0016843,0.3005181347150259,220.82753,-3.355283509882003,-3.355283509882003,1.0
30500,1.0293299,0.29015544041450775,220.48561,-11.84388408759715,-11.84388408759715,1.0
31000,1.032757,0.2594458438287154,219.26877,-16.354830878807856,-16.354830878807856,1.0
31500,0.97396445,0.31926121372031663,221.47401,13.594556179398912,13.594556179398912,1.0
32000,1.0030525,0.26903553299492383,219.7817,-8.51710308868873,-8.51710308868873,1.0
32500,1.0063841,0.29381443298969073,220.2825,8.509784895120207,8.509784895120207,1.0
33000,0.9844825,0.22660098522167488,217.81763,-11.520895220376001,-11.520895220376001,1.0
33500,1.0265213,0.2376237623762376,218.39589,-21.74899201345916,-21.74899201345916,1.0
34000,0.9807805,0.25,218.79752,-8.062098541259765,-8.062098541259765,1.0
34500,1.0172065,0.24378109452736318,218.59247,-15.065174767033971,-15.065174767033971,1.0
35000,1.0073124,0.3333333333333333,221.64539,8.382118992073826,8.382118992073826,1.0
35500,1.0464993,0.34417344173441733,222.37105,-4.238873241393547,-4.238873241393547,1.0
36000,1.0028884,0.26582278481012656,219.54153,-7.724752305429193,-7.724752305429193,1.0
36500,1.0215889,0.2273838630806846,217.41805,-14.714676537548709,-14.714676537548709,1.0
37000,1.0401143,0.27906976744186046,220.6536,-10.450100299009343,-10.450100299009343,1.0
37500,0.9783954,0.3209549071618037,221.43121,-2.007719409244446,-2.007719409244446,1.0
38000,1.0172039,0.29015544041450775,221.13445,-3.668434162780604,-3.668434162780604,1.0
38500,1.0302193,0.29533678756476683,220.51903,-2.5658914832871194,-2.5658914832871194,1.0
39000,1.0156268,0.27877237851662406,220.18773,-11.878546751368686,-11.878546751368686,1.0
39500,1.0618948,0.26903553299492383,219.75081,-8.32146194380552,-8.32146194380552,1.0
40000,1.031992,0.3123359580052493,221.12709,-0.05589202320168963,-0.05589202320168963,1.0
40500,1.0244834,0.27906976744186046,220.38045,-11.062668633215207,-11.062668633215207,1.0
41000,1.038213,0.3193717277486911,220.7737,-4.962463858239937,-4.962463858239937,1.0
41500,1.0524772,0.2345679012345679,218.01465,-23.57972186053241,-23.57972186053241,1.0
42000,1.0338426,0.26582278481012656,219.12717,-13.140183074564874,-13.140183074564874,1.0
42500,1.0130258,0.22249388753056235,217.27835,-23.766066422963785,-23.766066422963785,1.0
43000,0.9869097,0.2581453634085213,219.03767,-8.890786842594768,-8.890786842594768,1.0
43500,1.0576942,0.25440806045340053,218.98723,-9.377748273181675,-9.377748273181675,1.0
44000,1.0266336,0.31926121372031663,221.92924,-4.065252218523252,-4.065252218523252,1.0
44500,0.9395641,0.29198966408268734,220.31714,-4.866181445060159,-4.866181445060159,1.0
45000,1.0365746,0.22549019607843138,218.32726,-16.73631316540288,-16.73631316540288,1.0
45500,1.0112395,0.28717948717948716,219.90715,-13.868948419173762,-13.868948419173762,1.0
46000,1.0305544,0.2802056555269923,220.54593,-1.927617469200721,-1.927617469200721,1.0
46500,0.99750334,0.17370892018779344,215.42361,-21.170947151004988,-21.170947151004988,1.0
47000,0.9393701,0.2853470437017995,220.62723,-5.669334901942079,-5.669334901942079,1.0
47500,1.0077177,0.2376237623762376,218.23824,-15.1698736813989,-15.1698736813989,1.0
48000,0.9849828,0.2857142857142857,219.91818,2.0395778733856824,2.0395778733856824,1.0
48500,1.0135896,0.24623115577889448,218.02542,0.5316784729310615,0.5316784729310615,1.0
49000,1.0553684,0.33156498673740054,222.14127,1.7101828982406333,1.7101828982406333,1.0
49500,0.99106663,0.26582278481012656,219.14563,-5.106785564181171,-5.106785564181171,1.0
50000,0.9921896,0.30708661417322836,220.71202,6.580788359554421,6.580788359554421,1.0
50500,1.0210012,0.21359223300970873,217.33475,-19.505160878005537,-19.505160878005537,1.0
51000,0.9979334,0.29533678756476683,220.24327,2.632000858919608,2.632000858919608,1.0
51500,1.0423533,0.19239904988123516,216.41985,-33.69379606701079,-33.69379606701079,1.0
52000,0.9405262,0.34594594594594597,222.46376,11.28281618514151,11.28281618514151,1.0
52500,0.9689793,0.272264631043257,219.52087,1.92417018589476,1.92417018589476,1.0
53000,1.0248547,0.22249388753056235,218.0511,-22.925345199323807,-22.925345199323807,1.0
53500,1.061712,0.358695652173913,222.80978,3.3582045513650645,3.3582045513650645,1.0
54000,1.0019927,0.2853470437017995,220.11008,-10.252518602385926,-10.252518602385926,1.0
54500,1.0347817,0.272264631043257,220.31523,-11.89779298117446,-11.89779298117446,1.0
55000,1.002473,0.1848341232227488,215.63548,-21.811000588945866,-21.811000588945866,1.0
55500,1.0054507,0.358695652173913,222.70767,6.2902724224588145,6.2902724224588145,1.0
56000,1.0352888,0.2659846547314578,220.12407,-17.11418899224729,-17.11418899224729,1.0
56500,1.0052105,0.21445783132530122,216.76714,-20.090846197289157,-20.090846197289157,1.0
57000,1.0004334,0.3089005235602094,221.41258,-2.591108232268488,-2.591108232268488,1.0
57500,0.99596804,0.3089005235602094,220.48582,-6.372953564708769,-6.372953564708769,1.0
58000,1.0276494,0.26903553299492383,219.86385,-12.810563605448921,-12.810563605448921,1.0
58500,1.0202928,0.2853470437017995,220.5506,-11.542673615992529,-11.542673615992529,1.0
59000,0.98106116,0.30548302872062666,220.64868,1.363434714374592,1.363434714374592,1.0
59500,1.0212291,0.2987012987012987,220.82364,-8.099551351968344,-8.099551351968344,1.0
60000,1.0152951,0.26903553299492383,219.7177,-10.949404024230647,-10.949404024230647,1.0
60500,1.0349593,0.3157894736842105,221.80885,-5.13717972604852,-5.13717972604852,1.0
61000,0.99630654,0.2315270935960591,218.07945,-3.4600998450969827,-3.4600998450969827,1.0
61500,0.9673856,0.1876484560570071,215.77872,-18.011589285879975,-18.011589285879975,1.0
62000,1.0659434,0.26262626262626265,219.08951,-15.597376967921402,-15.597376967921402,1.0
62500,1.0428165,0.32275132275132273,221.65375,2.9663767335276123,2.9663767335276123,1.0
63000,1.0281885,0.2581453634085213,218.96729,-16.52244686423089,-16.52244686423089,1.0
63500,1.0016347,0.2868217054263566,220.55418,4.659845238816215,4.659845238816215,1.0
64000,1.000921,0.25,218.9824,-24.563097076416014,-24.563097076416014,1.0
64500,0.9656074,0.3078947368421053,221.4713,11.168820518834071,11.168820518834071,1.0
65000,0.99062175,0.2717948717948718,219.31824,-8.460673378556585,-8.460673378556585,1.0
65500,1.0040667,0.3123359580052493,221.7791,9.369515646786827,9.369515646786827,1.0
66000,1.0301027,0.21359223300970873,217.49808,-23.46268574242453,-23.46268574242453,1.0
66500,0.97328633,0.29198966408268734,221.09155,6.56931969300105,6.56931969300105,1.0
67000,0.99266374,0.2581453634085213,219.05069,-13.174134983454731,-13.174134983454731,1.0
67500,1.0384533,0.27365728900255754,220.51253,-11.291283805047154,-11.291283805047154,1.0
68000,0.94873816,0.272264631043257,219.50716,-1.7848125583949586,-1.7848125583949586,1.0
68500,1.0614673,0.3023255813953488,221.16597,-5.0269558763256965,-5.0269558763256965,1.0
69000,1.0373861,0.28534031413612565,221.00053,-0.16175715128580728,-0.16175715128580728,1.0
69500,0.9858138,0.3193717277486911,221.47578,-0.8798371160217605,-0.8798371160217605,1.0
70000,1.0036464,0.2562814070351759,218.90768,-17.442764358903894,-17.442764358903894,1.0
70500,0.9440006,0.30548302872062666,221.15991,6.8354074662410245,6.8354074662410245,1.0
71000,1.0352694,0.3698630136986301,223.45494,-2.153710770280394,-2.153710770280394,1.0
71500,1.0289224,0.358695652173913,222.52916,-0.3556079035219939,-0.3556079035219939,1.0
72000,1.0219512,0.21515892420537897,217.96152,-24.96577178210747,-24.96577178210747,1.0
72500,0.99667287,0.27411167512690354,218.91035,-14.938242800949794,-14.938242800949794,1.0
73000,0.99567044,0.3157894736842105,221.81935,3.99347461901213,3.99347461901213,1.0
73500,1.0194134,0.23645320197044334,217.98471,-20.930037625317503,-20.930037625317503,1.0
74000,0.9589762,0.245,218.5373,-5.084862060546875,-5.084862060546875,1.0
74500,0.97040576,0.28205128205128205,219.93863,-3.040378198868189,-3.040378198868189,1.0
75000,0.94743896,0.2345679012345679,218.32294,-9.038866132571373,-9.038866132571373,1.0
75500,1.0206019,0.24688279301745636,218.66988,-13.05306862238934,-13.05306862238934,1.0
76000,1.0133176,0.2755102040816326,219.97798,-7.495181803800622,-7.495181803800622,1.0
76500,0.9724612,0.2594458438287154,219.29112,-2.1026222363527234,-2.1026222363527234,1.0
77000,0.9882051,0.26582278481012656,219.76973,-1.944287109375,-1.944287109375,1.0
77500,1.0284685,0.256857855361596,219.37415,-11.748782949851932,-11.748782949851932,1.0
78000,1.0016181,0.24688279301745636,218.64972,-18.152415439672303,-18.152415439672303,1.0
78500,1.0074393,0.24,218.09471,-5.702137298583985,-5.702137298583985,1.0
79000,1.0447329,0.28717948717948716,221.30527,-14.286339393028847,-14.286339393028847,1.0
79500,1.0362499,0.2868217054263566,220.27638,1.630367150910449,1.630367150910449,1.0
80000,1.0898068,0.29198966408268734,220.98203,-9.536315444828004,-9.536315444828004,1.0
