Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
14500,0.25106484,0.0,-96.025734,-44.434093627929684,-44.434093627929684,1.0
15000,0.25106487,0.0,-96.025734,-41.71219689941406,-41.71219689941406,1.0
15500,0.25106484,0.0,-96.025734,-43.23931506347656,-43.23931506347656,1.0
16000,0.25106487,0.0,-96.025734,-41.04215161132812,-41.04215161132812,1.0
16500,0.25106484,0.0,-96.025734,-44.138900634765626,-44.138900634765626,1.0
17000,0.25106484,0.0,-96.025734,-39.84897900390625,-39.84897900390625,1.0
17500,0.25106484,0.0,-96.025734,-43.62455627441406,-43.62455627441406,1.0
18000,0.25106484,0.0,-96.025734,-46.11673022460938,-46.11673022460938,1.0
18500,0.25106484,0.0,-96.025734,-39.501724609375,-39.501724609375,1.0
19000,0.25106484,0.0,-96.025734,-43.848276977539065,-43.848276977539065,1.0
19500,0.25106484,0.0,-96.025734,-41.101434326171876,-41.101434326171876,1.0
20000,0.25106484,0.0,-96.025734,-42.88885681152344,-42.88885681152344,1.0
20500,0.25106484,0.0,-96.025734,-44.32917980957031,-44.32917980957031,1.0
21000,0.25106484,0.0,-96.025734,-41.6519140625,-41.6519140625,1.0
21500,0.25106484,0.0,-96.025734,-46.15466845703125,-46.15466845703125,1.0
22000,0.25106484,0.0,-96.025734,-42.83174169921875,-42.83174169921875,1.0
22500,0.25106484,0.0,-96.025734,-42.76356701660156,-42.76356701660156,1.0
23000,0.25106484,0.0,-96.025734,-45.28041442871094,-45.28041442871094,1.0
23500,0.25106484,0.0,-96.025734,-41.85984228515625,-41.85984228515625,1.0
24000,0.25106484,0.0,-96.025734,-39.35439916992188,-39.35439916992188,1.0
24500,0.25106484,0.0,-96.025734,-43.275349365234376,-43.275349365234376,1.0
25000,0.25106484,0.0,-96.025734,-40.48947314453125,-40.48947314453125,1.0
25500,0.25106484,0.0,-96.025734,-41.10868481445313,-41.10868481445313,1.0
26000,0.25106484,0.0,-96.025734,-42.512046997070314,-42.512046997070314,1.0
26500,0.25106484,0.0,-96.025734,-45.65300366210938,-45.65300366210938,1.0
27000,0.25106484,0.0,-96.025734,-42.86430993652344,-42.86430993652344,1.0
27500,0.25106484,0.0,-96.025734,-41.10059765625,-41.10059765625,1.0
28000,0.25106484,0.0,-96.025734,-42.3985283203125,-42.3985283203125,1.0
28500,0.25106484,0.0,-96.025734,-43.96198400878906,-43.96198400878906,1.0
29000,0.25106484,0.0,-96.025734,-44.08489611816406,-44.08489611816406,1.0
29500,0.25106484,0.0,-96.025734,-43.74503540039063,-43.74503540039063,1.0
30000,0.25106484,0.0,-96.025734,-43.53175854492188,-43.53175854492188,1.0
30500,0.25106484,0.0,-96.025734,-39.05819458007812,-39.05819458007812,1.0
31000,0.25106484,0.0,-96.025734,-43.34473596191406,-43.34473596191406,1.0
31500,0.25106484,0.0,-96.025734,-41.747167358398436,-41.747167358398436,1.0
32000,0.25106484,0.0,-96.025734,-41.197105712890625,-41.197105712890625,1.0
32500,0.25106484,0.0,-96.025734,-41.721962036132815,-41.721962036132815,1.0
33000,0.25106484,0.0,-96.025734,-41.999307373046875,-41.999307373046875,1.0
33500,0.25106484,0.0,-96.025734,-41.17165075683594,-41.17165075683594,1.0
34000,0.25106484,0.0,-96.025734,-44.7412314453125,-44.7412314453125,1.0
34500,0.25106484,0.0,-96.025734,-44.67877746582031,-44.67877746582031,1.0
35000,0.25106487,0.0,-96.025734,-37.612740234375,-37.612740234375,1.0
35500,0.25106484,0.0,-96.025734,-44.47561169433594,-44.47561169433594,1.0
36000,0.25106484,0.0,-96.025734,-43.15344458007812,-43.15344458007812,1.0
36500,0.25106484,0.0,-96.025734,-45.08964782714844,-45.08964782714844,1.0
37000,0.25106484,0.0,-96.025734,-43.99376123046875,-43.99376123046875,1.0
37500,0.25106484,0.0,-96.025734,-45.321909790039065,-45.321909790039065,1.0
38000,0.25106484,0.0,-96.025734,-39.76388293457031,-39.76388293457031,1.0
38500,0.25106484,0.0,-96.025734,-42.6617490234375,-42.6617490234375,1.0
39000,0.25106484,0.0,-96.025734,-45.249477294921874,-45.249477294921874,1.0
39500,0.25106487,0.0,-96.025734,-44.39738171386719,-44.39738171386719,1.0
40000,0.25106484,0.0,-96.025734,-39.54857263183594,-39.54857263183594,1.0
40500,0.25106484,0.0,-96.025734,-46.17104614257813,-46.17104614257813,1.0
41000,0.25106484,0.0,-96.025734,-36.77272192382812,-36.77272192382812,1.0
41500,0.25106484,0.0,-96.025734,-41.88252331542969,-41.88252331542969,1.0
42000,0.25106484,0.0,-96.025734,-44.02060571289063,-44.02060571289063,1.0
42500,0.25106484,0.0,-96.025734,-44.3053974609375,-44.3053974609375,1.0
43000,0.25106484,0.0,-96.025734,-43.45042956542969,-43.45042956542969,1.0
43500,0.25106484,0.0,-96.025734,-41.25013317871094,-41.25013317871094,1.0
44000,0.25106484,0.0,-96.025734,-42.18786840820312,-42.18786840820312,1.0
44500,0.25106484,0.0,-96.025734,-41.483569458007814,-41.483569458007814,1.0
45000,0.25106487,0.0,-96.025734,-42.37378063964844,-42.37378063964844,1.0
45500,0.25106484,0.0,-96.025734,-42.15240661621094,-42.15240661621094,1.0
46000,0.25106484,0.0,-96.025734,-44.789181518554685,-44.789181518554685,1.0
46500,0.25106484,0.0,-96.025734,-42.03817224121094,-42.03817224121094,1.0
47000,0.25106484,0.0,-96.025734,-44.00467736816406,-44.00467736816406,1.0
47500,0.25106484,0.0,-96.025734,-42.58889599609375,-42.58889599609375,1.0
48000,0.25106484,0.0,-96.025734,-43.742662231445316,-43.742662231445316,1.0
48500,0.25106484,0.0,-96.025734,-44.856350341796876,-44.856350341796876,1.0
49000,0.25106484,0.0,-96.025734,-41.3585732421875,-41.3585732421875,1.0
49500,0.25106484,0.0,-96.025734,-45.291680541992186,-45.291680541992186,1.0
50000,0.25106484,0.0,-96.025734,-40.78173083496094,-40.78173083496094,1.0
50500,0.25106484,0.0,-96.025734,-41.8559384765625,-41.8559384765625,1.0
51000,0.25106484,0.0,-96.025734,-46.3777236328125,-46.3777236328125,1.0
51500,0.25106487,0.0,-96.025734,-41.33332397460938,-41.33332397460938,1.0
52000,0.25106484,0.0,-96.025734,-41.978378173828126,-41.978378173828126,1.0
52500,0.25106484,0.0,-96.025734,-41.82856884765625,-41.82856884765625,1.0
53000,0.25106484,0.0,-96.025734,-38.92838134765625,-38.92838134765625,1.0
53500,0.25106484,0.0,-96.025734,-42.27755236816406,-42.27755236816406,1.0
54000,0.25106484,0.0,-96.025734,-42.95608728027344,-42.95608728027344,1.0
54500,0.25106484,0.0,-96.025734,-40.98983142089844,-40.98983142089844,1.0
55000,0.25106484,0.0,-96.025734,-40.89528015136719,-40.89528015136719,1.0
55500,0.25106484,0.0,-96.025734,-40.79448291015625,-40.79448291015625,1.0
56000,0.25106484,0.0,-96.025734,-39.71850012207031,-39.71850012207031,1.0
56500,0.25106487,0.0,-96.025734,-42.44051135253906,-42.44051135253906,1.0
57000,0.25106484,0.0,-96.025734,-44.92921484375,-44.92921484375,1.0
57500,0.25106484,0.0,-96.025734,-41.39743859863281,-41.39743859863281,1.0
58000,0.25106484,0.0,-96.025734,-44.898201538085935,-44.898201538085935,1.0
58500,0.25106484,0.0,-96.025734,-42.18599963378906,-42.18599963378906,1.0
59000,0.25106484,0.0,-96.025734,-44.66096276855469,-44.66096276855469,1.0
59500,0.25106484,0.0,-96.025734,-43.45093872070313,-43.45093872070313,1.0
60000,0.25106484,0.0,-96.025734,-40.334469848632814,-40.334469848632814,1.0
60500,0.25106484,0.0,-96.025734,-41.26976574707031,-41.26976574707031,1.0
61000,0.25106484,0.0,-96.025734,-41.47788452148438,-41.47788452148438,1.0
61500,0.25106487,0.0,-96.025734,-43.53252294921875,-43.53252294921875,1.0
62000,0.25106484,0.0,-96.025734,-42.714421875,-42.714421875,1.0
62500,0.25106484,0.0,-96.025734,-39.913419677734375,-39.913419677734375,1.0
63000,0.25106484,0.0,-96.025734,-41.31816345214844,-41.31816345214844,1.0
63500,0.25106487,0.0,-96.025734,-41.396122802734375,-41.396122802734375,1.0
64000,0.25106484,0.0,-96.025734,-43.41468725585938,-43.41468725585938,1.0
64500,0.25106484,0.0,-96.025734,-45.55863244628906,-45.55863244628906,1.0
65000,0.25106484,0.0,-96.025734,-41.695970336914066,-41.695970336914066,1.0
65500,0.25106484,0.0,-96.025734,-39.3099306640625,-39.3099306640625,1.0
66000,0.25106484,0.0,-96.025734,-42.078658203125,-42.078658203125,1.0
66500,0.25106484,0.0,-96.025734,-40.97518444824219,-40.97518444824219,1.0
67000,0.25106484,0.0,-96.025734,-38.54116137695313,-38.54116137695313,1.0
67500,0.25106484,0.0,-96.025734,-41.5708828125,-41.5708828125,1.0
68000,0.25106484,0.0,-96.025734,-41.73150476074219,-41.73150476074219,1.0
68500,0.25106484,0.0,-96.025734,-40.42154260253906,-40.42154260253906,1.0
69000,0.25106484,0.0,-96.025734,-43.62732824707031,-43.62732824707031,1.0
69500,0.25106484,0.0,-96.025734,-42.01472021484375,-42.01472021484375,1.0
70000,0.25106484,0.0,-96.025734,-45.47060900878906,-45.47060900878906,1.0
70500,0.25106484,0.0,-96.025734,-46.09419201660156,-46.09419201660156,1.0
71000,0.25106484,0.0,-96.025734,-42.60921032714844,-42.60921032714844,1.0
71500,0.25106484,0.0,-96.025734,-40.1391015625,-40.1391015625,1.0
72000,0.25106484,0.0,-96.025734,-46.54106750488281,-46.54106750488281,1.0
72500,0.25106484,0.0,-96.025734,-42.450586669921876,-42.450586669921876,1.0
73000,0.25106484,0.0,-96.025734,-41.82862158203125,-41.82862158203125,1.0
73500,0.25106484,0.0,-96.025734,-44.195287719726565,-44.195287719726565,1.0
74000,0.25106484,0.0,-96.025734,-42.54076708984375,-42.54076708984375,1.0
74500,0.25106484,0.0,-96.025734,-45.146056640625,-45.146056640625,1.0
75000,0.25106484,0.0,-96.025734,-40.718127563476564,-40.718127563476564,1.0
75500,0.25106484,0.0,-96.025734,-42.69943701171875,-42.69943701171875,1.0
76000,0.25106484,0.0,-96.025734,-42.537515014648434,-42.537515014648434,1.0
76500,0.25106484,0.0,-96.025734,-41.63646166992187,-41.63646166992187,1.0
77000,0.25106484,0.0,-96.025734,-42.76926501464844,-42.76926501464844,1.0
77500,0.25106484,0.0,-96.025734,-39.33883947753906,-39.33883947753906,1.0
78000,0.25106484,0.0,-96.025734,-43.3514404296875,-43.3514404296875,1.0
78500,0.25106484,0.0,-96.025734,-41.95676879882812,-41.95676879882812,1.0
79000,0.25106484,0.0,-96.025734,-41.13788171386719,-41.13788171386719,1.0
79500,0.25106484,0.0,-96.025734,-44.67925805664063,-44.67925805664063,1.0
80000,0.25106484,0.0,-96.025734,-40.27712719726563,-40.27712719726563,1.0
