Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
500,1.4195184,0.17647058823529413,-21.257957,-47.60306102824661,-47.60306102824661,48672.996,0.22948265,0.000398715,1.0
1000,1.4251448,0.0,-44.545124,-28.52389245605469,-28.52389245605469,13232.521,0.26908144,0.00039678498,1.0
1500,1.4293927,0.0,-46.03857,-109.08093054199219,-109.08093054199219,6298.8306,0.2790778,0.00039420498,1.0
2000,1.437481,0.18203309692671396,-100.84521,-113.00352070404847,-113.00352070404847,4252.646,0.18423523,0.00039162498,1.0
2500,1.4424818,0.33156498673740054,-126.22777,43.130819929407,43.130819929407,67698.04,0.20145953,0.00038904746,1.0
3000,1.4481357,0.3333333333333333,-77.20265,67.06199560546875,67.06199560546875,64193.668,0.18992665,0.00038646747,1.0
3500,1.4561956,0.3333333333333333,-39.956783,67.21648518880208,67.21648518880208,25417.008,0.18850046,0.00038388747,1.0
4000,1.4615624,1.1637931034482758,122.2146,517.502180165258,517.502180165258,406158.28,0.20741633,0.00038130747,1.0
4500,1.4658821,0.55,277.6857,247.66303593050282,247.66303593050282,177004.47,0.27510834,0.00037871746,1.0
5000,1.4681227,0.34946236559139787,249.43594,183.96189349809424,183.96189349809424,120697.664,0.26539415,0.00037614748,1.0
5500,1.4719695,0.3333333333333333,201.84042,187.7095743815104,187.7095743815104,59574.906,0.16336125,0.00037356748,1.0
6000,1.4756062,0.35501355013550134,169.53221,191.84852248607936,191.84852248607936,29122.672,0.18437877,0.0003709875,1.0
6500,1.4813145,0.8726591760299626,194.4456,371.2625308819671,371.2625308819671,36940.934,0.17671423,0.0003684,1.0
7000,1.4854757,0.6824324324324325,293.9335,307.7180593335951,307.7180593335951,116058.31,0.19353,0.0003658225,1.0
7500,1.4906292,0.3333333333333333,275.63184,187.70955403645834,187.70955403645834,104423.17,0.15157482,0.0003632475,1.0
8000,1.4923588,0.3333333333333333,233.58224,187.70955403645834,187.70955403645834,47824.883,0.28002474,0.0003606675,1.0
