Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
500,1.4199699,0.1876484560570071,195.63899,12.663910420735677,12.663910420735677,207258.75,0.30857494,0.00039484,1.0
1000,1.4215244,0.2594458438287154,152.30392,61.78724974048528,61.78724974048528,100930.66,0.3659806,0.0003871,1.0
1500,1.4237145,0.16822429906542055,121.00087,57.98387003390589,57.98387003390589,48381.266,0.3744707,0.00037677996,1.0
2000,1.4267079,0.4492753623188406,67.15613,220.2880808070086,220.2880808070086,266423.84,0.34820974,0.00036642002,1.0
2500,1.4270449,0.366120218579235,76.410934,196.80102872587943,196.80102872587943,223294.72,0.33974135,0.0003561,1.0
3000,1.4282969,0.3333333333333333,84.04109,187.70955403645834,187.70955403645834,25377.623,0.3999269,0.00034578997,1.0
3500,1.4290377,0.3333333333333333,95.9501,187.70955403645834,187.70955403645834,15642.555,0.33018827,0.00033547,1.0
4000,1.4329869,0.3333333333333333,106.35756,187.70955403645834,187.70955403645834,9483.679,0.33712798,0.00032515003,1.0
4500,1.4373537,0.3333333333333333,115.58489,187.70955403645834,187.70955403645834,5941.536,0.38615862,0.00031483002,1.0
5000,1.4441744,0.3333333333333333,123.85024,169.4144443359375,169.4144443359375,3633.912,0.36540395,0.00030451,1.0
5500,1.4477925,0.3333333333333333,107.07707,153.23576106770832,153.23576106770832,9214.067,0.19932422,0.00029419002,1.0
6000,1.4485918,0.3333333333333333,116.12498,187.70955403645834,187.70955403645834,2060.3142,0.32219866,0.00028387003,1.0
6500,1.4498475,0.3333333333333333,129.44392,187.70955403645834,187.70955403645834,1532.0378,0.31249166,0.00027355002,1.0
7000,1.4530195,0.3333333333333333,133.455,187.70955403645834,187.70955403645834,1458.5547,0.3898274,0.00026323003,1.0
7500,1.4559884,0.3333333333333333,135.27594,187.70955403645834,187.70955403645834,1289.313,0.37467563,0.00025291002,1.0
8000,1.4599729,0.3333333333333333,136.3465,187.70955403645834,187.70955403645834,1154.853,0.44744802,0.00024518,1.0
8500,1.4635804,0.3333333333333333,137.01712,187.70955403645834,187.70955403645834,1014.6993,0.3660729,0.00023743004,1.0
9000,1.4688923,0.3333333333333333,137.6489,187.70955403645834,187.70955403645834,912.05615,0.29256073,0.00022711005,1.0
9500,1.4737158,0.3333333333333333,137.49077,187.70955403645834,187.70955403645834,824.2605,0.41018558,0.00021679007,1.0
10000,1.4760723,0.3333333333333333,137.60835,187.70955403645834,187.70955403645834,798.912,0.39785063,0.00020647005,1.0
10500,1.4795781,0.3333333333333333,125.87322,140.52003401692707,140.52003401692707,5374.9824,0.23904711,0.00019615007,1.0
11000,1.4804027,0.3333333333333333,106.3025,185.41985758463542,185.41985758463542,1789.4518,0.16420645,0.00018583008,1.0
11500,1.4789263,0.3342245989304813,117.57741,187.5705206705729,187.5705206705729,1345.5706,0.1722498,0.00017551005,1.0
12000,1.4809757,0.3333333333333333,129.92163,187.70955403645834,187.70955403645834,685.5426,0.31188855,0.00016519005,1.0
12500,1.4829675,0.3333333333333333,135.4755,187.68957421875,187.68957421875,492.67462,0.62658423,0.00015487007,1.0
13000,1.4835385,0.33423180592991913,137.8301,187.70955403645834,187.70955403645834,443.00677,0.21778701,0.00014455007,1.0
13500,1.4845833,0.3333333333333333,139.72188,187.70955403645834,187.70955403645834,402.33807,0.2252653,0.00013423007,1.0
14000,1.4856997,0.3333333333333333,140.53792,187.70955403645834,187.70955403645834,375.25714,0.18472861,0.00012391007,1.0
14500,1.4868234,0.3333333333333333,141.01125,187.70955403645834,187.70955403645834,327.5852,0.27582648,0.00011359008,1.0
15000,1.4873616,0.3333333333333333,141.02365,187.70955403645834,187.70955403645834,314.41287,0.15026419,0.00010327007,1.0
15500,1.4869802,0.3333333333333333,141.21683,187.70955403645834,187.70955403645834,293.31165,0.12714341,9.295008e-05,1.0
16000,1.4870173,0.3333333333333333,141.33702,187.70955403645834,187.70955403645834,281.38367,0.13176847,8.263009e-05,1.0
16500,1.4871998,0.3342391304347826,141.57944,187.70955403645834,187.70955403645834,266.3839,0.16309689,7.488009e-05,1.0
17000,1.4877023,0.3342245989304813,142.0009,187.70955403645834,187.70955403645834,249.55463,0.18795338,6.71501e-05,1.0
17500,1.488148,0.3333333333333333,142.29105,187.70955403645834,187.70955403645834,217.75496,0.12101331,5.683007e-05,1.0
18000,1.4881924,0.3333333333333333,142.39958,187.70955403645834,187.70955403645834,203.21974,0.11899866,4.6510082e-05,1.0
18500,1.4881619,0.3333333333333333,142.50258,187.70955403645834,187.70955403645834,193.16736,0.14247762,3.6190086e-05,1.0
19000,1.4882344,0.3333333333333333,142.74138,187.70955403645834,187.70955403645834,180.02707,0.14166296,2.5870097e-05,1.0
19500,1.4882615,0.3333333333333333,142.92598,187.70955403645834,187.70955403645834,168.46371,0.14408776,1.5550102e-05,1.0
20000,1.4882221,0.3333333333333333,143.09169,187.70955403645834,187.70955403645834,159.15125,0.13238189,5.2301084e-06,1.0
