Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
500,1.4191216,0.17096018735362997,74.37794,15.053082533285652,15.053082533285652,201404.11,0.3650236,0.00039484,1.0
1000,1.4232036,0.0,49.12111,-25.407958984375,-25.407958984375,9318.26,0.16419189,0.0003871,1.0
1500,1.4292904,0.0,18.903124,-25.407958984375,-25.407958984375,3640.872,0.27416053,0.00037677996,1.0
2000,1.4354361,0.10619469026548672,-4.5447297,41.0733891039823,41.0733891039823,884.93835,0.33301467,0.00036645998,1.0
2500,1.4377927,0.3333333333333333,-1.9780817,83.22065869140626,83.22065869140626,112444.69,0.3417678,0.00035614998,1.0
3000,1.4449315,0.3333333333333333,-17.420729,67.32718912760417,67.32718912760417,59888.484,0.21793795,0.00034583,1.0
3500,1.4527649,0.3333333333333333,-15.075081,67.32718912760417,67.32718912760417,27421.453,0.37246752,0.00033551,1.0
4000,1.4564624,0.3333333333333333,-9.256732,67.32718912760417,67.32718912760417,12539.032,0.38832876,0.00032519002,1.0
4500,1.461465,0.3333333333333333,1.0829321,67.32718912760417,67.32718912760417,5880.137,0.36506143,0.00031487,1.0
5000,1.4650898,0.32978723404255317,11.271047,-27.193272367436837,-27.193272367436837,14696.855,0.22841582,0.00030455,1.0
5500,1.4666259,0.26903553299492383,17.960526,-63.078375182175996,-63.078375182175996,65905.59,0.20808707,0.00029424002,1.0
6000,1.4695213,0.3333333333333333,-16.77314,67.00890494791666,67.00890494791666,9814.189,0.25303513,0.00028391002,1.0
6500,1.472779,0.3333333333333333,-4.3897533,67.32718912760417,67.32718912760417,5500.882,0.27214277,0.00027359,1.0
7000,1.476563,0.3333333333333333,5.005079,67.32718912760417,67.32718912760417,3023.97,0.3177376,0.00026327002,1.0
7500,1.4791155,0.4342857142857143,-23.979307,16.246534423828123,16.246534423828123,11436.123,0.24596076,0.00025292003,1.0
8000,1.4791828,0.4476744186046512,-30.201569,-76.89597959296648,-76.89597959296648,36269.266,0.2775971,0.00024512003,1.0
8500,1.4805608,0.4124293785310734,-42.31102,-81.06146964380297,-81.06146964380297,51377.688,0.152474,0.00023734005,1.0
9000,1.4824712,0.5029940119760479,-80.23816,-38.363218387443865,-38.363218387443865,7943.1196,0.22086975,0.00022698003,1.0
9500,1.4820347,0.42857142857142855,-60.33125,-11.547140651582646,-11.547140651582646,12402.251,0.18577693,0.00021666005,1.0
10000,1.4826812,0.3333333333333333,-27.701868,67.32718912760417,67.32718912760417,15638.617,0.22861043,0.00020635004,1.0
10500,1.4866009,0.3333333333333333,-14.380664,67.32718912760417,67.32718912760417,9429.173,0.19812827,0.00019603007,1.0
11000,1.4920393,0.3333333333333333,-4.641084,67.32718912760417,67.32718912760417,5506.118,0.32984748,0.00018571006,1.0
11500,1.4942219,0.3333333333333333,2.8576653,67.32718912760417,67.32718912760417,3299.0112,0.17019264,0.00017539004,1.0
12000,1.4950904,0.3333333333333333,8.081788,67.32718912760417,67.32718912760417,2097.6873,0.13794003,0.00016507006,1.0
12500,1.4965782,0.3333333333333333,11.632143,67.32718912760417,67.32718912760417,1465.3217,0.17826489,0.00015475007,1.0
13000,1.498692,0.3333333333333333,14.573901,67.32718912760417,67.32718912760417,1065.2483,0.18360394,0.00014443007,1.0
13500,1.5013068,0.3333333333333333,16.758509,67.17717822265625,67.17717822265625,822.78876,0.30282015,0.00013411007,1.0
14000,1.5023516,0.3333333333333333,17.950481,66.91950309244791,66.91950309244791,663.99023,0.38713658,0.00012379007,1.0
14500,1.5061604,0.3333333333333333,18.438055,67.32718912760417,67.32718912760417,615.72205,0.2944831,0.000113470065,1.0
15000,1.5079342,0.3333333333333333,18.993351,67.32718912760417,67.32718912760417,540.07654,0.15186852,0.00010315007,1.0
15500,1.5084563,0.3333333333333333,19.14981,67.32718912760417,67.32718912760417,504.40152,0.15543598,9.283009e-05,1.0
16000,1.5088123,0.3333333333333333,19.333815,67.32718912760417,67.32718912760417,491.03897,0.17265958,8.508008e-05,1.0
16500,1.5100417,0.3333333333333333,19.472502,67.32718912760417,67.32718912760417,464.89087,0.15111932,7.7350094e-05,1.0
17000,1.5107305,0.3333333333333333,19.768072,67.32718912760417,67.32718912760417,438.32617,0.16171333,6.703007e-05,1.0
17500,1.5111746,0.3342245989304813,20.091795,67.32718912760417,67.32718912760417,409.8604,0.16136134,5.6710076e-05,1.0
18000,1.5111966,0.3333333333333333,20.35675,67.32718912760417,67.32718912760417,377.77258,0.1596658,4.6390083e-05,1.0
18500,1.5114338,0.3333333333333333,20.606932,67.32718912760417,67.32718912760417,350.9837,0.17857642,3.607009e-05,1.0
19000,1.5115122,0.3333333333333333,20.835934,67.32718912760417,67.32718912760417,327.0805,0.12571342,2.5750098e-05,1.0
19500,1.5116603,0.3333333333333333,21.002426,67.32718912760417,67.32718912760417,313.78656,0.12753001,1.5430105e-05,1.0
20000,1.5116284,0.3333333333333333,21.205658,67.32718912760417,67.32718912760417,301.1563,0.13388442,5.1100888e-06,1.0
