Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
500,1.4201456,1.4509803921568627,-17.721947,-126.72599845096983,-126.72599845096983,137006.84,0.34907344,0.00039484,1.0
1000,1.4239534,1.0,-58.226086,-290.20724462890627,-290.20724462890627,35698.31,0.32753888,0.00038708,1.0
1500,1.4260707,1.0120481927710843,-100.238106,-126.55429113916604,-126.55429113916604,67992.664,0.36375225,0.00037670997,1.0
2000,1.4324049,1.0040160642570282,-99.092476,-25.78542735394704,-25.78542735394704,39803.074,0.33510256,0.00036641,1.0
2500,1.438384,1.0080321285140563,-78.80847,-62.41456009585216,-62.41456009585216,36347.223,0.3084067,0.00035604002,1.0
3000,1.44497,1.0,-65.0646,-179.33254052734375,-179.33254052734375,11454.233,0.33079052,0.00034564,1.0
3500,1.4488686,1.0920502092050208,-115.286415,-246.837111213716,-246.837111213716,36186.367,0.32355055,0.00033523998,1.0
4000,1.4511344,1.1228813559322033,-122.28371,-39.97657232769465,-39.97657232769465,37738.348,0.35062414,0.00032491004,1.0
4500,1.4522786,1.0,-80.185326,6.232202880859375,6.232202880859375,34876.44,0.35499078,0.0003146,1.0
5000,1.4555596,1.0,-46.733864,42.095848388671875,42.095848388671875,19986.562,0.3169074,0.00030428002,1.0
5500,1.4576318,1.0,10.854334,182.33029174804688,182.33029174804688,22941.91,0.21136977,0.00029396,1.0
6000,1.4613347,1.0,65.045654,182.33029174804688,182.33029174804688,9378.656,0.3554144,0.00028364002,1.0
6500,1.4665223,1.0202429149797572,81.541115,58.38402554284223,58.38402554284223,24277.014,0.32970008,0.00027332,1.0
7000,1.4711314,1.141025641025641,64.47686,177.69286848541,177.69286848541,14542.557,0.28303796,0.00026303003,1.0
7500,1.4744203,1.1054852320675106,65.84494,107.65580627183874,107.65580627183874,10829.196,0.27888933,0.00025273004,1.0
8000,1.474977,1.0040322580645162,95.50186,65.73187548828125,65.73187548828125,7327.2188,0.3816202,0.00024496,1.0
8500,1.474065,1.0161290322580645,84.52082,183.800296906502,183.800296906502,41499.207,0.20076913,0.00023724005,1.0
9000,1.4757679,1.0,101.10775,182.33029174804688,182.33029174804688,5091.305,0.27803433,0.00022692006,1.0
9500,1.4777431,1.0408163265306123,104.33933,182.03686124840561,182.03686124840561,3801.1719,0.3429138,0.00021660006,1.0
10000,1.4796335,1.3194444444444444,90.82317,82.05051127589026,82.05051127589026,22877.086,0.25735486,0.00020624005,1.0
10500,1.4805871,1.0,102.85784,-58.60345458984375,-58.60345458984375,60005.418,0.21403325,0.00019584005,1.0
11000,1.4816239,1.0,61.755116,-58.60345458984375,-58.60345458984375,35156.87,0.1548994,0.00018544003,1.0
11500,1.4810033,1.123404255319149,27.921312,-26.915436308262713,-26.915436308262713,17527.031,0.1819602,0.00017504007,1.0
12000,1.4807196,1.1594827586206897,14.862073,163.30059286010214,163.30059286010214,23837.324,0.30456614,0.00016471007,1.0
12500,1.4810442,1.0242914979757085,35.954746,181.66063662386134,181.66063662386134,22928.736,0.22062689,0.00015432006,1.0
13000,1.4820294,1.1929824561403508,45.43033,179.15844994260553,179.15844994260553,22221.344,0.19856006,0.00014400008,1.0
13500,1.4827715,1.6684491978609626,26.67044,176.69822595474568,176.69822595474568,36488.9,0.18346465,0.00013366007,1.0
14000,1.4833153,1.5906735751295338,32.389877,170.79255952983323,170.79255952983323,29808.129,0.16106032,0.00012332007,1.0
14500,1.4839556,1.6827956989247312,28.827715,168.85180040585098,168.85180040585098,28813.617,0.17981818,0.00011287008,1.0
15000,1.4846041,1.6230366492146597,34.963684,177.29168637260716,177.29168637260716,30494.568,0.14857419,0.000105080086,1.0
15500,1.4844184,1.7527472527472527,26.323622,171.35213339789797,171.35213339789797,30300.46,0.16324817,9.735007e-05,1.0
16000,1.4842964,1.5803108808290156,40.21067,175.8686570629631,175.8686570629631,28325.652,0.14470297,8.703007e-05,1.0
16500,1.4840741,1.6648936170212767,35.87499,172.41622989735706,172.41622989735706,25726.754,0.1189312,7.669008e-05,1.0
17000,1.4838792,1.7027027027027026,33.60246,161.67150120090793,161.67150120090793,24863.48,0.11497788,6.6370085e-05,1.0
17500,1.4840233,1.7297297297297298,32.231056,155.17694655708644,155.17694655708644,19505.83,0.1544264,5.606009e-05,1.0
18000,1.4842553,1.7307692307692308,33.330734,156.3413973115181,156.3413973115181,20162.78,0.12859121,4.5720095e-05,1.0
18500,1.4842103,1.7027027027027026,36.265648,158.24902673669763,158.24902673669763,20307.06,0.15220875,3.5280093e-05,1.0
19000,1.4839782,1.733695652173913,34.33713,157.72159897434256,157.72159897434256,18747.547,0.14603537,2.4940084e-05,1.0
19500,1.483769,1.7142857142857142,36.38391,161.853747758709,161.853747758709,20458.176,0.1156462,1.4640094e-05,1.0
20000,1.4837074,1.7472527472527473,33.67248,166.9146460229224,166.9146460229224,21627.908,0.11457275,4.3201007e-06,1.0
